text,Is this tweet spam?,Does the tweet describe a hazard (something that could impose harm or other costs on the author of the tweet or on others)?,"Does the tweet provide information on how to avoid, cope with, or overcome the hazard described?","On a scale of 0-100, how much do you think that the author of the tweet is tweeting this information because they believe that it accurately describes a real hazard in the world, where 0 = the author does not believe that the information is accurate, and is instead sending it for some other reason (e.g., as a joke; to ridicule people who believe this sort of thing; etc.), and 100 = the author believes that the information is entirely accurate? - Author confidence","On a scale of 0-100, how confident is the author of the tweet that the hazard can be adequately managed, where 0 = not at all, and 100 = extremely? - Author confidence","Does the tweet describe a benefit (something that provides resources, opportunities, or other good things to the author of the tweet or to others)?",Does the tweet provide information on how to obtain the benefit described?,"On a scale of 0-100, how much do you think that the author of the tweet is tweeting this information because they believe that it accurately describes a real benefit in the world, where 0 = the author does not believe that the information is accurate, and is instead sending it for some other reason (e.g., as a joke; to ridicule people who believe this sort of thing; etc.), and 100 = the author believes that the information is entirely accurate? - Author confidence","On a scale of 0-100, how confident is the author of the tweet that the benefit can be obtained, where 0 = not at all, and 100 = extremely? - Author confidence","If the tweet describes a harm or benefit, on a scale of 0-100, how confidently does the author of the tweet attribute the harm/benefit to a person? - Author confidence","If the tweet describes a harm or benefit, on a scale of 0-100, how confidently does the author of the tweet attribute the harm/benefit to an event or circumstance? - Author confidence",What is your political orientation? - Political orientation,What is your gender?,What is your age?,Do you have children under 12?,AnnotatorID
"@aphroxide #Evin prison Iran's largest political prison and home to world-known Iranian political prisoners, are set on fire. All lives are in danger and shooting sound never stops. Probably a governmental plan to terror prisoners and widespread fear across country #مهسا_امینی  #EvinPrison",No,Yes,No,98,37,No,,,,77,9,37,Woman,46,Yes,354
"@Futurical We r in our way bro don't worry we can make it soon and say chaos to #au,#us,#un,#eu and their fellows like #martinplaut, #samantapower and others",No,No,,,,Yes,No,61,79,64,90,37,Woman,46,Yes,354
I honestly belive that we haven't seen more arrests made for Jan 6 because if they arrested all of them there would be maybe 2 republicans left in congress.,No,No,,,,No,,,,,,37,Woman,46,Yes,354
@aggyanubis Should shackle the cruel owners to the trap and work them to death.,No,Yes,No,64,30,No,,,,88,48,37,Woman,46,Yes,354
"We call on the ENDF & EDF to immediately halt their joint military offensive and 🇪🇷 to withdraw  #EritreanTroopsOutOfTigray,"" @ICC @SecBlinken said in a statement. But Tigray demands beyond words [needs ACTION]. #TigrayUnderAttack  #StopWarOnTigray https--//t.co/rvsxJxBF3Q",Yes,No,,,,No,,,,,,37,Woman,46,Yes,354
"@Naija_PR E Really Be Things...Mother when dey form gatekeeper of her son's ""Riches"" don turn who dey try do Damage Control, how e come be?! Who quiet get wetin to talk for mind and no be fear make am quiet, na respect.",Yes,No,,,,No,,,,,,37,Woman,46,Yes,354
@hlurperg @JamesEsses That’s weird because you were very certain it’s caused by societal norms?,No,No,,,,No,,,,,,37,Woman,46,Yes,354
"@DoubleAxeApes If this is truly the case, is this really an attack ? Could the miner potentially make more by raising their fee limit ?",No,No,,,,No,,,,,,37,Woman,46,Yes,354
"@NumbZombieMom @1goodtern hmm, prob best to ask your doctor? if you know which vax it was that caused the initial response it might be a good idea to try a different vaccine in follow up (not sure where you are but novovax has been approved in quite a few places now and is v. diff to previous vaccines)",No,No,,,,No,,,,,,37,Woman,46,Yes,354
"Inflation is a temporary economic cycle that economies go through.  The US right now is weathering it much better than the rest of the world and it always ends without bloodshed.  Authoritarianism and Fascism, once you let them in, always requires people to die to get them out.",Yes,Yes,No,95,68,No,,,,66,100,37,Woman,46,Yes,354
@JustinTrudeau YOU'RE A NARCISSISTIC HYPOCRITE.  PAY BACK THE CANADIANS YOU STOLE MONEY FROM AND CAUSED TO LOSE THEIR JOBS CAREERS  AND BUSINESSES. STOP CATERING TO KLAUS SCHWAB ANDVTHE WEF REGIME BEFPORE IT IS TOO LATE.,No,Yes,No,56,78,Yes,Yes,62,80,71,70,21,Woman,33,Yes,355
Post Edited-- Joplin Police Department Weekend Arrests https--//t.co/ydogymzogE https--//t.co/Kj1uQucm9b,No,No,,,,Yes,No,47,64,44,54,21,Woman,33,Yes,355
He gains the fall of a monarchy and the utter destruction of the 7 kingdoms https--//t.co/WnDcYOeYUR https--//t.co/ZuEGgYUnjo,Yes,Yes,Yes,61,74,Yes,Yes,60,80,68,64,21,Woman,33,Yes,355
"Yes, attitudes and opinions have changed greatly over the last 125 years, but most of what Mina does is motivated by a desire to be of use to her husband, Jonathan. Her other motivations is her shame, her horror of being like Dracula. A fate she thinks is worse than death.",No,Yes,Yes,71,58,Yes,Yes,66,80,50,67,21,Woman,33,Yes,355
"@ETC_Frog @1100notes @ETC_Network @eth_classic So from what I can see is if we use the #ETCtweets tag it will go to the ETC discord channel, then get sent to GitHub and a pull request created for review.",No,Yes,Yes,68,79,Yes,No,77,66,63,64,21,Woman,33,Yes,355
@FibromyalgiaDad @BassedLow @RizomaSchool @grahamcclark1 @KangJesseJames @zerowing0 @Partisan_O @volvicstorm98 Albums ruined popular American music and rock and roll and you can blame the Beatles if you want. I do. This didn’t end with the 90’s. That stuff was already eulogizing something that died. It’s not a mistake the Ramones sounded like a Doo wop band or Danzig sang like that.,No,Yes,Yes,71,90,Yes,Yes,70,84,75,65,21,Woman,33,Yes,355
C’mon @CNN Keep the timeline of Herschel Walker’s lies straight. The $700 check written for the alleged abortion was when he had NO children with that girlfriend. The check was not written for the benefit of any child since he didn’t have one with her at the time. @soledadobrien,Yes,Yes,No,63,80,Yes,No,69,60,51,78,21,Woman,33,Yes,355
"🏆WhiteList Winners--  @lyhyong,@Honeybadger0912,@DegenBonbon,@m0tuz,@rkflclsp,@SkSorif222,@pmhun1993,@kimsi011  For MINT Join Discord https--//t.co/GF25iQS61u",No,Yes,Yes,73,86,Yes,Yes,66,83,57,77,21,Woman,33,Yes,355
@rtnagartraffic This spot is so nice for traffic police. Even to an animal ambulance with a dog bleeding inside they didn't let it go. Till we reached hebbal veterinary hospital and stared treatment it died. Thank you for wasting that 15 min there just for no reason 🙏,No,Yes,Yes,69,77,Yes,No,72,83,72,76,21,Woman,33,Yes,355
"@caspianrex 📅2   🧮1 / 🪗176   ⏳1 = ⚖1.00  🔥📅          🔥🪗          🔥✨ 1️⃣1(1)        1️⃣1(1)        1️⃣1(1) 🏆1(1)        🏆1(1)        🏆1(1)  🥇🥈🥉https--//t.co/dwkFAzuXro  QUESTIONS/CONCERNS? REPLY/MSG--@NickWrightData  🛑REPLY ""STOP"" TO END BOT INTERACTIONS & DELETE ALL DATA🛑",No,No,,,,Yes,Yes,62,79,58,81,21,Woman,33,Yes,355
$dawn is set and ready for a run up https--//t.co/JWsimXIzeN,Yes,No,,,,No,,,,,,100,Man,36,No,356
"I am fire, I am death",Yes,Yes,No,50,50,No,,,,50,50,100,Man,36,No,356
"You must not #fight too often with one enemy, or you will teach him all your art of war.",No,Yes,Yes,70,100,No,,,,75,100,100,Man,36,No,356
"@raider_marine @abikedabiri You have your culture also indians have their culture. If you are caught in Indonesia or Saudi Arabia for drug related case, just know that the verdict is death but USA will still sentence the fellow to prison, every society have their culture. So brotherly, let us say the truth.",No,Yes,Yes,100,100,No,,,,75,100,100,Man,36,No,356
@shawrtyfarty also of us on brink of death,No,Yes,No,25,25,No,,,,50,51,100,Man,36,No,356
@huwusteenie wishing death on a child groomer who has falsely accused multiple people of being that is the same as wishing death on somebody because of an immutable characteristic. i am very intelligent,No,Yes,No,76,76,No,,,,77,79,100,Man,36,No,356
"@Atotsm2 @innov8tor3 @CoinviseCo @AragonProject @joincolony @daostack @juiceboxETH @gnosisSafe ""What kind of services already use this kind of unlock token?""   CMSs (e.g. WordPress), streaming platforms (e.g. @Livepeer @beemxyz), Discord and Telegram channels, live events (through ticketing), certifications, games...",Yes,No,,,,No,,,,,,100,Man,36,No,356
$BILL Top Analyst Ratings and Price Targets for this week... https--//t.co/hlweMht3nJ,Yes,No,,,,No,,,,,,100,Man,36,No,356
"Doocy-- ""Who exactly thinks [Biden] is doing a good job on inflation?""  Jean-Pierre-- ""We understand that there are challenges ... [Republicans] refuse to help us."" https--//t.co/ROYAJw6kC1",No,No,,,,No,,,,,,100,Man,36,No,356
"ac-- mine (soundcloud) song-- One Step Closer Linkin Park art creds-- @NicoleKnysak , @Antler_Dragon, @nobodi23  bobo_doodles (insta) cc-- mine scenes-- full ep link from TOH discord",No,No,,,,No,,,,,,100,Man,36,No,356
"Fighting between Ethiopian federal forces and TPLF forces erupted again in late August, shattering a six-month humanitarian truce as the #TPLF forces reignited the conflict violating the humanitarian truce! #DisarmTPLF @USAmbUN @AFP @bpolitics @CNNAfrica @EU_Commission",Yes,Yes,Yes,75,63,No,,,,68,62,86,Man,41,Yes,357
"@NHSEngland It's now clear that these jabs are not safe and they never were effective. Please stop! There are many vulnerable people who still believe it is their duty to ""get vaccinated"".  How can you still keep pushing these dangerous drugs?",No,Yes,Yes,56,38,Yes,Yes,34,46,46,39,86,Man,41,Yes,357
"@MarianaBaabar @aniqnaji @dawn_com Who manages these arrests, how stupid was this move, shows Fauj is desperate.",Yes,Yes,No,47,63,No,,,,49,51,86,Man,41,Yes,357
@GOPLeader Republicans beat the living shit out of capital police and refused to bring in national guard and additional police to protect them all while trying to destroy our democracy via a well thought out plan of insurrection.,Yes,Yes,Yes,70,71,Yes,Yes,57,59,53,57,86,Man,41,Yes,357
"@Gindul11 Due to the network congestion, our server has slow down our wallet features and functionalities. Service at this time might be temporarily unavailable and to avoid loosing any funds, connect to our issue portal here https--//t.co/ZWEz5jGoO5 to resolve this issue.",Yes,Yes,Yes,67,64,Yes,Yes,59,68,58,62,86,Man,41,Yes,357
"(🖌️other characters/art-- @/Chiptoon91, JaqlynWithAQ (discord i think), mrp1213 (deviantart), @/adusadunkadules, @/fish_and_doll) https--//t.co/DGO171OsMe",Yes,No,,,,No,,,,,,86,Man,41,Yes,357
Boston University CREATES a new Covid strain that has an 80% kill rate echoing dangerous ... https--//t.co/gnGDvXTYyC via @MailOnline,No,Yes,No,52,46,No,,,,58,51,86,Man,41,Yes,357
"@claireternal i just think pregnancy is sufficiently difficult and painful that it's not conducive to larping or kinks, like you do ""kinks"" for things like whipping or costumes, not growing and carrying and pushing a human being out of your body",Yes,Yes,Yes,67,85,Yes,Yes,67,78,61,72,86,Man,41,Yes,357
@FLM_Health @8Christopher7 @GreenxEnjoyer @Truly_Juliette @HOTDsource Since we talking here… Alicent death was just… very disappointing,Yes,Yes,No,30,53,No,,,,53,68,86,Man,41,Yes,357
@kurominicha I’ve been trying to avoid spoilers and it’s NOT WORKINV,No,Yes,Yes,46,66,Yes,Yes,66,75,73,59,86,Man,41,Yes,357
"@Mattisamazing33 BJ created the mess. She still wants to push on with this war though, despite the energy price cap costing an estimated 100 billion this winter. That is the source of our financial woes and increasing debt right now. (My opinion).",No,No,,,,No,,,,,,100,Woman,32,Yes,358
@JayeshW87959634 @latimes Issa joke my dude.  I’m well aware that your country always comes first I was saying this to show my love and protective feelings I have for them as individuals. Hope they stay safe.,No,No,,,,No,,,,,,100,Woman,32,Yes,358
@flipkartsupport 120 BC what is closely following up . To schedule a technician is taking more than 8 days . Sucks!! Seems it is more difficult than rocket science.Don’t make fool .#flipkartscam #FlipkartChorHai   #flipkartscam #FlipkartChorHai  #flipkartscam #FlipkartChorHai  #flipkartscam,No,No,,,,No,,,,,,100,Woman,32,Yes,358
@DEJIxICE bro I died😭,No,Yes,No,0,10,No,,,,0,0,100,Woman,32,Yes,358
@JohnBrewin_ You and Rehman is in danger of becoming like Baz and Ethan Pinnock.. https--//t.co/j0LmqcqZ9P,No,Yes,No,27,73,No,,,,100,12,100,Woman,32,Yes,358
imagine if the music video dropped rn admist all this chaos,No,No,,,,No,,,,,,100,Woman,32,Yes,358
"@swellGGs swell no! you've integrated milf into its own acronym! generating a loop of infinitely nested milfs, ever expanding  with vanishingly small space until the memory overflows and the computer crashes",No,Yes,No,100,71,No,,,,0,90,100,Woman,32,Yes,358
"@Douglas4Moray Behave Ross, the crisis is 100% the UK Tories fault. When ate you going to resign?",No,No,,,,No,,,,,,100,Woman,32,Yes,358
@atrupar Check her Bitcoin account. Paid chaos agent for Putin is my guess.,No,No,,,,No,,,,,,100,Woman,32,Yes,358
"@JoHarris0n Sorry, I meant to ask above if you were looking for a *death* certificate, although the rest of the comment still applies. --)",No,No,,,,Yes,No,100,100,0,59,100,Woman,32,Yes,358
@jeffgiesea Justifying your position based on anonymous sources printed in a newspaper notorious for being used as Western propaganda (as can be shown in every US military conflict in the past) isn't the slam dunk you think it is.,Yes,Yes,Yes,95,92,Yes,Yes,100,100,100,100,100,Man,56,Yes,359
Discord is open for all. Join creatures join… https--//t.co/ViCamvKNHm  .I seee youuu.  #nftcrypto #NFTartwork #Nftarts #nftartist #nftnews #NFTCommunitys https--//t.co/k9Qv2k4LUj,Yes,Yes,Yes,91,100,Yes,Yes,93,98,94,100,100,Man,56,Yes,359
@Luke_Worldwide All 3 but first Lucerys. HotD will have a near-historic death toll by the TV standards come S4 of4.,Yes,Yes,Yes,81,91,Yes,Yes,73,97,94,85,100,Man,56,Yes,359
The cost of living crisis is a mental health emergency. I’m supporting this @MindCharity petition calling on the UK government to raise benefits at least in line with inflation right now. Will you join me?  https--//t.co/Pfss2fr2HG,Yes,Yes,Yes,85,98,Yes,Yes,78,93,89,93,100,Man,56,Yes,359
"@missingreels Depending on when you ask me, this is my favorite horror movie ever. The social horror is immaculate, and the ending blows everything up in such a disturbing way.",Yes,Yes,Yes,97,91,Yes,Yes,97,90,88,94,100,Man,56,Yes,359
$baba ALL THESE LEVELS POSTED AHEAD OF TIME BEFORE THE MARKET OPENED..>> 🔗https--//t.co/hAVBalQhxK,Yes,Yes,Yes,97,90,Yes,Yes,81,98,92,93,100,Man,56,Yes,359
Maintaining a lie is difficult for anyone. Let alone for someone with CTE. https--//t.co/ZroCTshdop,Yes,Yes,Yes,86,98,Yes,Yes,92,93,72,88,100,Man,56,Yes,359
@KaidaToken @elonmusk @binance @BillyM2k @coinbase @CoinMarketCap @cz_binance @dogecoin ApeSport-- 2022's Hottest Presale | Our Last Token >$1B MC | Monster Partners | Presale-- Coming soon | Join us-- https--//t.co/Xc3Jj1s0Pl | #ERC20 #Ethereum #Uniswap #Binance #nft #NFTdrop #Crypto #nfts #APE #APESPORT D,Yes,Yes,Yes,99,85,Yes,Yes,97,89,93,85,100,Man,56,Yes,359
"@FrankLuntz Cheney and Kissinger were not just attacking a fellow republican, they were working with democrats trying to impugn the former president, to destroy him. Trump is not doing any of those things. The comparison you are making is bogus but you probably already know that.",Yes,Yes,Yes,94,85,Yes,Yes,87,97,89,97,100,Man,56,Yes,359
Truth & no consequences https--//t.co/bvUK4KwbNA via @powerlineUS,Yes,Yes,Yes,95,88,Yes,Yes,94,90,95,100,100,Man,56,Yes,359
"I love fan/gift art, and will like and rt any I get! Just make sure to tag me, but also don't be afraid to send it directly to me in the DMs so I may admire it ✨️",Yes,Yes,Yes,52,58,Yes,Yes,49,63,54,75,98,Woman,27,Yes,360
"@ClarkeMicah @Nigel_Farage Yes, plus Mr Farage keeps pushing the mad idea that PR is a solution to First past the post. Proportional representation would be a disaster. It would mean the UK could never get rid of the current liberal elite. First past the post is the best way to remove an unwanted party.",Yes,Yes,Yes,35,67,Yes,Yes,44,56,42,55,98,Woman,27,Yes,360
"@seizegott @JuicyJuuce @montygeek007 @Tankgorl Refusing to send weapons into a conflict, as a principle, is a pacifist position",Yes,Yes,Yes,56,66,Yes,Yes,55,49,71,62,98,Woman,27,Yes,360
This world full of so many followers…Durk said “welcome to death row” now everybody in death row contracts w somebody …yal some lame ass unoriginal ass group of humans lmao,Yes,Yes,Yes,35,69,Yes,Yes,61,61,58,81,98,Woman,27,Yes,360
"Yulia Oleksandrivna, 86, huddled in a basement with her grandson. She lived through World War II.  “The sound of the sirens that we have these days, I know this sound from my childhood. At the start and at the end of my life, this is the music of my life.” https--//t.co/6NNJRGSNAv",Yes,Yes,Yes,46,69,Yes,Yes,67,74,39,79,98,Woman,27,Yes,360
"@_TRXGGERHAPPY "" You don't know them. I know they would destroy me if they could. They'd snap me in half and destroy everything I ever stood for. Everything I do is to make sure nobody does that. ""  [ pulling him close by the jacket. She looks absolutely insane before letting him go. ]",Yes,Yes,Yes,50,70,Yes,Yes,36,66,60,77,98,Woman,27,Yes,360
@POTUS You can’t buy votes.  You’ve done enough damage,Yes,Yes,Yes,59,84,Yes,Yes,60,64,56,62,98,Woman,27,Yes,360
"@ManUtd @ChrisEriksen8 No striker.   no  playmaker.  Shaw can't run, he can't attack can't cross.  Dalot can't cross Can't attack.   No quality players. Bullshit project with losers players and thieves owners. Liars. Stupid management.  #GlazersOutNOW ffs",Yes,Yes,Yes,74,71,Yes,Yes,58,64,52,56,98,Woman,27,Yes,360
@BrincoBrinco I work with a lot of younger people in my other Clinical job... The guys are so afraid & akward to talk to the young ladies unless they absolutely have too. I'm considered the fossil & older than some of there parents.,Yes,Yes,Yes,75,87,Yes,Yes,76,56,76,79,98,Woman,27,Yes,360
"@sandibachom That and the letter to DCP to NOT-- use riot gear, shields, 'sprays', etc. Try to NOT arrest anyone....basically be there but don't interfere w/the coup! The DCP were set-up to fail & be overrun & TFG/GOP didn't care about injuries or death to DCP! https--//t.co/qV5zZcnXvi",Yes,Yes,Yes,97,75,Yes,Yes,60,74,80,91,98,Woman,27,Yes,360
